Nom;Nom alternatiu;Tipus;Continent;Unitat de relleu;País;Cimera;Regió;Altitud;Classificació per alçada;Latitud;Longitud;Descripció;Keywords;
Casco Del Marboré;;pico;Europa;Pirineos;España;;;3.006 m;tres mil;;;Pico de 3.006 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Catedral de Toluca;;cerro;América del Norte;Cordillera Neovolcánica;México;;México;3.785 m;tres mil;;;Forma parte de la zona montañosa del noreste de Toluca. La zona ha sido declarada parque estatal Otomí-Mexica y tiene una superficie total de 105.875 ha. Presenta un clima templado con temperaturas de 12 a 16ºC, a una altitud superior de los 2.800 m sobre el nivel del mar. La vegetación está formada por bosque de pino, bosque de oyamel, bosque inducido, matorral xerófilo y pastizal. Es un área tradicional de excursionismo y de escalada en roca.;zona,montañosa,superficie,clima,altitud,vegetación,bosque,matorral,filo,excursionismo,escalada,roca;
Catedral de Uruguay;;cerro;América del Sur;Sierra Carapé;Uruguay;;Maldonado;514 m;menor de 1000;34º 20' S;54º 39' O;Cerro ubicado en el departamento de Maldonado, que representa el punto más alto del territorio uruguayo, con casi 514 m de altitud sobre el nivel del mar (513,66 m según el Instituto Nacional de Estadísticas de Uruguay). Se encuentra en la sierra Carapé, que divide los departamentos de Maldonado y Lavalleja. El nombre del cerro Catedral viene dado por las curiosas formas de las elevaciones rocosas de su cima, que pueden llegar a ser muy características en algunas zonas. También es conocido como cerro Cordillera.;Cerro,alto,altitud,sierra,cima,zonas,Cordillera;
Cayambé;;volcán;América del Sur;Andes;Ecuador;;Cordillera Oriental;4.680 m;quatre mil;0° 1' 31'' N;77° 59' 20'' O;Situado en el ramal de la cordillera de los Andes correspondiente a la cordillera Oriental, próximo al Cotopaxi (a 92,68 km), es uno de los volcanes más característicos de Ecuador. Tiene una prominencia de 2075 m. También se le denomina nevado Cayambé.;ramal,cordillera,Andes,nevado,nevado;
Cazadero;;cerro;América del Sur;Andes;Argentina;;Puna de Atacama;6.658 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Cebollera;;pico;Europa;Sistema Ibérico;España;;;2.141 m;dos mil;;;Pico de 2.141 m de altura sobre el nivel del mar, situado en el Sistema Ibérico.;Pico,altura,Sistema Ibérico;
Celestin Passet;;pico;Europa;Pirineos;España;;;3.003 m;tres mil;;;Pico de 3.003 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Central;;pico;Europa;Pirineos;España;;;3.235 m;tres mil;;;Pico de 3.235 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Central De Culfreda;;pico;Europa;Pirineos;España;;;3.028 m;tres mil;;;Pico de 3.028 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Central Del Infierno;;pico;Europa;Pirineos;España;;;3.082 m;tres mil;;;Pico de 3.082 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Central Noroeste De Lézat;;aguja;Europa;Pirineos;España;;;3.058 m;tres mil;;;Pico de 3.058 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Central Se De Lézat;;aguja;Europa;Pirineos;España;;;3.037 m;tres mil;;;Pico de 3.037 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Cerro Solo;;cerro;América del Sur;Andes;Argentina, Chile;;Puna de Atacama;6.205 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Cerro Taita;;cerro;América Central;Cordillera Central;Puerto Rico;;Orocovis (Bauta Abajo);950 m;menor de 1000;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Orocovis (Bauta Abajo).;Cumbre,Cordillera,Central;
Cervino;Matterhorn;monte;Europa;Alpes;Italia, Suiza;;;4.478 m;quatre mil;45º 58´ N;7º 39´ E;Conocido como Cervino (nombre italiano) o Mattherhorn (nombre suizo), cuenta con 4.478 m de altura sobre el nivel del mar y es uno de los picos más característicos de los Alpes por su impresionante figura piramidal y por su historia alpinística. Ubicado en la cordillera de los Alpes, a 5 km al sur de Zermatt (Valle de Aosta, Suiza) y accesible también desde Breuil-Cervinia (Valais, Italia), es límite fronterizo entre ambos países. Su ascensión por la vía normal y en verano es de dificultad media, aunque requiere técnica y experiencia alpinas.;altura,picos,Alpes,alpinística,cordillera,Valle,ascensión,vía,normal,dificultad,experiencia,alpinas;
Chachani;;nevado;América del Sur;Andes;Perú;;;6.057 m;sis mil;16° 12' S;71° 32' O;Nevado de 6.057 m de altura, de origen volcánico, situado a 60 km de Arequipa, en los Andes peruanos. Es un estrato volcán formado por cuatro cumbres que forman una extensa cadena de cimas. Está considerada como una de las montañas de más de 6.000 m más accesibles del mundo, pero es importante una buena preparación física y una correcta aclimatación debido a la dureza de la vía normal.;Nevado,Nevado,altura,Andes,estrato,volcán,cumbres,cadena,cimas,aclimatación,vía,normal;
Chacraraju;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.108 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Chalchihuites;;cerro;América del Norte;Corredor ecológico Ajusco-Chichinautzin;México;;México;3.680 m;tres mil;;;Montaña situada dentro del parque nacional Lagunas de Zempoala, en México. ;Lagunas,Zempoala;
Chamlang;;pico;Asia;Himalaya;Nepal;;;7.321 m;set mil;;;Pico de 7.321 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Champaquí;;cerro;América del Sur;Sierra de Córdoba;Argentina;;Córdoba;2.884 m;dos mil;;;Cerro que se ubica en el sector más occidental de las Sierras de Córdoba conocido como Sierras Grandes, inmediatamente al este del valles de Calamuchita y al oeste del Valle de Traslasierra. Representa el límite austral de la Pampa de Achala.;Cerro,Sierras de Córdoba,Sierras Grandes,valles;
Champerico;;cerro;América del Norte;Campeche;México;;Campeche;390 m;menor de 1000;;;Montaña más alta del estado de Campeche (México).;Montaña;
Changtse;;pico;Asia;Himalaya;Tíbet;;;7.543 m;set mil;;;Pico de 7.543 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Chapayeva;;pico;Asia;Tian Shan;Kirguistán;;;6.371 m;sis mil;;;Pico de 6.371 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Chaupi Orco;;cerro;América del Sur;Andes;Bolivia, Perú;;Andes bolivianos;6.044 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Chausenque;;punta;Europa;Pirineos;España;;;3.204 m;tres mil;;;Pico de 3.204 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Chichimeco;;cerro;América del Norte;Cordillera Neovolcánica;México;;Veracruz;4.220 m;quatre mil;;;Montaña del estado de Veracruz (México), en la cordillera Neovolcánica.;Montaña,cordillera;
Chichinautzin;;volcán;América del Norte;Cordillera Neovolcánica;México;;Distrito Federal, Morelos;3.476 m;tres mil;;;Volcán inactivo de tipo estromboleano, que se encuentra entre los estados de Morelos y el Distrito Federal (México).;Volcán;
Chimborazo;;volcán;América del Sur;Andes;Ecuador;;Andes ecuatorianos;6.267 m;sis mil;;;Montaña de la cordillera de los Andes, la más alta de Ecuador.;Montaña,cordillera,Andes;
Chinchey;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.309 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Chiriquí;;volcán;América Central;Cordillera Central;Panamá;;Sierra Madre Centroamericana;3.475 m;tres mil;;;Volcán de 3.475 m de altura sobre el nivel del mar, situado en la Cordillera Central panameña. También conocido como volcán Barú, es la montaña más alta de Panamá.;Volcán,altura,Cordillera,Central,Bar;
Cho Oyu;;pico;Asia;Himalaya;Nepal, Tibet;;;8.201 m;vuit mil;;;Montaña de 8.201 m de altura sobre el nivel del mar, en el Himalaya, 20 km al oeste del monte Everest. Es la sexta montaña más elevada del mundo y uno de los 14 ochomiles. Cho Oyu significa diosa turquesa en tibetano. Tmabién se le conoce como Cho Oyo o monte Zhuoaoyou.;altura,Himalaya,monte,Everest,ochomiles;
Chogolisa;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.665 m;set mil;;;Pico de 7.665 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Chomo Lonzo;;pico;Asia;Himalaya;Tíbet;;;7.804 m;set mil;;;Pico de 7.804 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Chomolhari;;pico;Asia;Himalaya;Bután, Tíbet;;;7.315 m;set mil;;;Pico de 7.315 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Chongtar;;pico;Asia;Karakórum;China;;Cachemira;7.315 m;set mil;;;Pico de 7.315 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Chongteren;;pico;Asia;Tian Shan;China;;;6.301 m;sis mil;;;Pico de 6.301 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Chopicalqui;;nevado;América del Sur;Andes;Perú;;Andes peruanos;6.345 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Churen Himal;;pico;Asia;Himalaya;Nepal;;;7.385 m;set mil;;;Pico de 7.385 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Cilindro del Marboré;;pico;Europa;Pirineos;España;;Aragón;3.328 m;tres mil;;;Pico de 3.328 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Clot de la Hount;;pico;Europa;Pirineos;España;;;3.289 m;tres mil;;;Pico de 3.289 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Cofre de Perote;;cerro;América del Norte;Cordillera Neovolcánica;México;;Veracruz;4.250 m;quatre mil;;;También conocido como Naucampatépetl, es un volcán extinto que se encuentra en el estado de Veracruz (México), en la cordillera Neovolcánica. El nombre original del Cofre de Perote es de origen náhuatl: Nauhcampatépētl o Naupa-Tecutépētl. Pertenece a un parque nacional de 11.700 ha con una variedad florística que va desde el bosque cubierto de pinos y oyameles hasta la vegetación de clima semitropical.;volcán,cordillera,bosque,vegetación,clima;
Colangüil;;cerro;América del Sur;Andes;Argentina;;Andes centrales;6.122 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Colorados;;cerro;América del Sur;Andes;Chile;;Puna de Atacama;6.080 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Colotepec;;cerro;América del Norte;Cordillera Neovolcánica;México;;México;3.800 m;tres mil;;;Montaña del estado de México, en la cordillera Neovolcánica mexicana.;Montaña,cordillera;
Cone;;monte;América del Norte;Cordillera Watkins;Groenlandia;;;3.669 m;tres mil;;;Elevación de la cordillera Watkins, en la costa este de Groenlandia. Con sus 3.669 m de altura sobre el nivel del mar, constituye una de las cimas más altas de la cordillera y de toda Groenlandia junto con los montes Gunnbjørn (3.694 m) y Dome (3.683 m).;Elevación,cordillera,altura,cimas,montes,Gunnbjørn,Dome;
Coropuna;;nevado;América del Sur;Andes;Perú;;Andes peruanos;6.405 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Corral de Borros;;pico;Europa;Sierra Morena;España;;;1.312 m;mil;;;Pico de 1.312 m de altura sobre el nivel del mar, situado en Sierra Madrona, en Sierra Morena.;Pico,altura,Sierra Morena;
Corral de Cantos;;pico;Europa;Montes de Toledo;España;;;1.419 m;mil;;;Pico de 1.419 m de altura sobre el nivel del mar, situado en los Montes de Toledo.;Pico,altura,Montes de Toledo;
Cota 1200 de Tabasco;;cerro;América del Norte;Cordillera de Chiapas;México;;Tabasco;1.200 m;mil;;;Montaña más alta del estado de Tabasco (México).;Montaña;
Cota 2080 de sierra La Laguna;;cerro;América del Norte;Sierra La Laguna;México;;Baja California Sur;2.080 m;dos mil;;;Montaña más alta del estado de Baja California Sur (México).;Montaña;
Cota 2780 de Nayarit;;cerro;América del Norte;Sierra Madre Occidental;México;;Nayarit;2.780 m;dos mil;;;Montaña más alta del estado de Nayarit (México).;Montaña;
Coyotes;;cerro;América del Norte;Cordillera Neovolcánica;México;;Distrito Federal;3.678 m;tres mil;;;Montaña del Distrito Federal (México), en la cordillera Neovolcánica.;Montaña,cordillera;
Craddock;;monte;Antártida;Cordillera Oeste Antártica;Antártida;;;4.650 m;quatre mil;;;Montaña situada en la cordillera Oeste Antártica (Antártida).;Montaña,cordillera;
Cuchilla del Coamo;;cerro;América Central;Cordillera Central;Puerto Rico;;Orocovis (Bauta Arriba);954 m;menor de 1000;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Orocovis (Bauta Arriba).;Cumbre,Cordillera,Central;
D'Estaragne;;pico;Europa;Pirineos;España;;;3.006 m;tres mil;;;Pico de 3.006 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
D'Ussel;;aguja;Europa;Pirineos;España;;;3.022 m;tres mil;;;Pico de 3.022 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
d’Astorg;;punta;Europa;Pirineos;España;;Aragón;3.355 m;tres mil;;;Pico de 3.355 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Daviu;;aguja;Europa;Pirineos;España;;Aragón;3.350 m;tres mil;;;Pico de 3.350 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Alba;;pico;Europa;Pirineos;España;;;3.118 m;tres mil;;;Pico de 3.118 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Aragüells;;pico;Europa;Pirineos;España;;;3.037 m;tres mil;;;Pico de 3.037 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Argualas;;pico;Europa;Pirineos;España;;;3.046 m;tres mil;;;Pico de 3.046 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Arnales;;pico;Europa;Pirineos;España;;;3.006 m;tres mil;;;Pico de 3.006 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Balaïtous;;pico;Europa;Pirineos;España;;;3.144 m;tres mil;;;Pico de 3.144 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Bardamina;;pico;Europa;Pirineos;España;;;3.079 m;tres mil;;;Pico de 3.079 m de altura sobre el nivel del mar, situado en el Macizo de Posets, en la cordillera de los Pirineos. Forma parte de la arista que se desgaja del Posets hacia el noreste hacia el collado de la Paul. Desde este collado arranca otra aérea arista hacia el noreste, donde está ubicada la cima del Pico Bardamina. Se trata de una zona de los Pirineos agreste y de gran belleza.;Pico,altura,Macizo,Posets,cordillera,Pirineos,arista,collado,aérea,cima,zona,agreste;
De Boum;;pico;Europa;Pirineos;España;;;3.006 m;tres mil;;;Pico de 3.006 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Bugarret;;pico;Europa;Pirineos;España;;;3.031 m;tres mil;;;Pico de 3.031 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Campbieil;;pico;Europa;Pirineos;España;;;3.173 m;tres mil;;;Pico de 3.173 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
De Cerbillona;;pico;Europa;Pirineos;España;;;3.247 m;tres mil;;;Pico de 3.247 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
